ID,raw_data,,,,,,,,,,,,,,,,,,osl_idx,magnitude,Flip,Rotate,Poster,RBC,FanPCA,SSR,RTC,mIoU,,IoU[0],IoU[1],IoU[2],IoU[3],baseline,residual
num-14_mag-30_osl-4 ,"num-14_mag-30_osl-4 Epoch 150 | train | mIoU 0.143 | accuracy 0.574 | loss 1.146 | lr 1.50e-05 | valid | mIoU 0.188 | accuracy 0.751 | loss 1.087 | time idk best model at epoch 4 with miou 0.18808 (Posterize(always_apply=False, p=1, num_bits=(0, 0)), RandomToneCurve(always_apply=False, p=1, scale=1.0)) test | mIoU 0.177 | accuracy 0.584 | loss 1.317 IoUs: [0.58931865 0.00175922 0.10329423 0.01193923]",num-14_mag-30_osl-4 Epoch 150 , train , mIoU 0.143 , accuracy 0.574 , loss 1.146 , lr 1.50e-05 , valid , mIoU 0.188 , accuracy 0.751 , loss 1.087 ," time idk best model at epoch 4 with miou 0.18808 (Posterize(always_apply=False, p=1, num_bits=(0, 0)), RandomToneCurve(always_apply=False, p=1, scale=1.0)) test ", mIoU 0.177 , accuracy 0.584 , loss 1.317 IoUs: [0.58931865 0.00175922 0.10329423 0.01193923],,,,4,30,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,17.66,0.58931865 0.00175922 0.10329423 0.01193923,0.58931865,0.00175922,0.10329423,0.01193923,65.2,-47.54
num-12_mag-22_osl-1 ,"num-12_mag-22_osl-1 Epoch 150 | train | mIoU 0.918 | accuracy 0.977 | loss 0.090 | lr 1.50e-05 | valid | mIoU 0.681 | accuracy 0.928 | loss 0.247 | time idk best model at epoch 43 with miou 0.68230 (Posterize(always_apply=False, p=1, num_bits=(3, 3)), FancyPCA(always_apply=False, p=1, alpha=0.7333333333333333)) test | mIoU 0.611 | accuracy 0.850 | loss 0.523 IoUs: [0.8146065 0.59072026 0.65129741 0.38655015]",num-12_mag-22_osl-1 Epoch 150 , train , mIoU 0.918 , accuracy 0.977 , loss 0.090 , lr 1.50e-05 , valid , mIoU 0.681 , accuracy 0.928 , loss 0.247 ," time idk best model at epoch 43 with miou 0.68230 (Posterize(always_apply=False, p=1, num_bits=(3, 3)), FancyPCA(always_apply=False, p=1, alpha=0.7333333333333333)) test ", mIoU 0.611 , accuracy 0.850 , loss 0.523 IoUs: [0.8146065 0.59072026 0.65129741 0.38655015],,,,1,22,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,61.08,0.8146065 0.59072026 0.65129741 0.38655015,0.8146065,0.59072026,0.65129741,0.38655015,75.1,-14.02
num-17_mag-14_osl-7 ,"num-17_mag-14_osl-7 Epoch 150 | train | mIoU 0.785 | accuracy 0.959 | loss 0.136 | lr 1.50e-05 | valid | mIoU 0.664 | accuracy 0.944 | loss 0.187 | time idk best model at epoch 86 with miou 0.67335 (RandomBrightnessContrast(always_apply=False, p=1, brightness_limit=(-0.4666666666666667, 0.4666666666666667), contrast_limit=(-0.4666666666666667, 0.4666666666666667), brightness_by_max=True), RandomToneCurve(always_apply=False, p=1, scale=0.4666666666666667)) test | mIoU 0.611 | accuracy 0.924 | loss 0.280 IoUs: [0.92689003 0.78266995 0.70540753 0.02893818]",num-17_mag-14_osl-7 Epoch 150 , train , mIoU 0.785 , accuracy 0.959 , loss 0.136 , lr 1.50e-05 , valid , mIoU 0.664 , accuracy 0.944 , loss 0.187 ," time idk best model at epoch 86 with miou 0.67335 (RandomBrightnessContrast(always_apply=False, p=1, brightness_limit=(-0.4666666666666667, 0.4666666666666667), contrast_limit=(-0.4666666666666667, 0.4666666666666667), brightness_by_max=True), RandomToneCurve(always_apply=False, p=1, scale=0.4666666666666667)) test ", mIoU 0.611 , accuracy 0.924 , loss 0.280 IoUs: [0.92689003 0.78266995 0.70540753 0.02893818],,,,7,14,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,61.10,0.92689003 0.78266995 0.70540753 0.02893818,0.92689003,0.78266995,0.70540753,0.02893818,74.8,-13.70
num-7_mag-30_osl-7 ,"num-7_mag-30_osl-7 Epoch 150 | train | mIoU 0.437 | accuracy 0.861 | loss 0.454 | lr 1.50e-05 | valid | mIoU 0.627 | accuracy 0.944 | loss 0.174 | time idk best model at epoch 97 with miou 0.65128 (Rotate(always_apply=False, p=1, limit=(-270, 270), interpolation=1, border_mode=4, value=None, mask_value=None, rotate_method='largest_box', crop_border=False), RandomBrightnessContrast(always_apply=False, p=1, brightness_limit=(-1.0, 1.0), contrast_limit=(-1.0, 1.0), brightness_by_max=True)) test | mIoU 0.611 | accuracy 0.928 | loss 0.218 IoUs: [0.92683055 0.83180663 0.68587291 0. ]",num-7_mag-30_osl-7 Epoch 150 , train , mIoU 0.437 , accuracy 0.861 , loss 0.454 , lr 1.50e-05 , valid , mIoU 0.627 , accuracy 0.944 , loss 0.174 ," time idk best model at epoch 97 with miou 0.65128 (Rotate(always_apply=False, p=1, limit=(-270, 270), interpolation=1, border_mode=4, value=None, mask_value=None, rotate_method='largest_box', crop_border=False), RandomBrightnessContrast(always_apply=False, p=1, brightness_limit=(-1.0, 1.0), contrast_limit=(-1.0, 1.0), brightness_by_max=True)) test ", mIoU 0.611 , accuracy 0.928 , loss 0.218 IoUs: [0.92683055 0.83180663 0.68587291 0. ],,,,7,30,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,61.11,0.92683055 0.83180663 0.68587291 0. ,0.92683055,0.83180663,0.68587291,0,74.8,-13.69
num-11_mag-6_osl-3 ,"num-11_mag-6_osl-3 Epoch 150 | train | mIoU 0.480 | accuracy 0.990 | loss 0.066 | lr 1.50e-05 | valid | mIoU 0.348 | accuracy 0.818 | loss 0.804 | time idk best model at epoch 42 with miou 0.35649 (Posterize(always_apply=False, p=1, num_bits=(7, 7)), RandomBrightnessContrast(always_apply=False, p=1, brightness_limit=(-0.2, 0.2), contrast_limit=(-0.2, 0.2), brightness_by_max=True)) test | mIoU 0.353 | accuracy 0.800 | loss 0.714 IoUs: [0.80301622 0. 0.60763582 0. ]",num-11_mag-6_osl-3 Epoch 150 , train , mIoU 0.480 , accuracy 0.990 , loss 0.066 , lr 1.50e-05 , valid , mIoU 0.348 , accuracy 0.818 , loss 0.804 ," time idk best model at epoch 42 with miou 0.35649 (Posterize(always_apply=False, p=1, num_bits=(7, 7)), RandomBrightnessContrast(always_apply=False, p=1, brightness_limit=(-0.2, 0.2), contrast_limit=(-0.2, 0.2), brightness_by_max=True)) test ", mIoU 0.353 , accuracy 0.800 , loss 0.714 IoUs: [0.80301622 0. 0.60763582 0. ],,,,3,6,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,35.27,0.80301622 0. 0.60763582 0. ,0.80301622,0,0.60763582,0,35.3,-0.03
num-11_mag-6_osl-4 ,"num-11_mag-6_osl-4 Epoch 150 | train | mIoU 0.909 | accuracy 0.964 | loss 0.119 | lr 1.50e-05 | valid | mIoU 0.570 | accuracy 0.894 | loss 0.364 | time idk best model at epoch 22 with miou 0.65121 (Posterize(always_apply=False, p=1, num_bits=(7, 7)), RandomBrightnessContrast(always_apply=False, p=1, brightness_limit=(-0.2, 0.2), contrast_limit=(-0.2, 0.2), brightness_by_max=True)) test | mIoU 0.585 | accuracy 0.887 | loss 0.399 IoUs: [0.89415775 0.73005979 0.42696988 0.28990212]",num-11_mag-6_osl-4 Epoch 150 , train , mIoU 0.909 , accuracy 0.964 , loss 0.119 , lr 1.50e-05 , valid , mIoU 0.570 , accuracy 0.894 , loss 0.364 ," time idk best model at epoch 22 with miou 0.65121 (Posterize(always_apply=False, p=1, num_bits=(7, 7)), RandomBrightnessContrast(always_apply=False, p=1, brightness_limit=(-0.2, 0.2), contrast_limit=(-0.2, 0.2), brightness_by_max=True)) test ", mIoU 0.585 , accuracy 0.887 , loss 0.399 IoUs: [0.89415775 0.73005979 0.42696988 0.28990212],,,,4,6,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,58.53,0.89415775 0.73005979 0.42696988 0.28990212,0.89415775,0.73005979,0.42696988,0.28990212,65.2,-6.67
num-7_mag-30_osl-4 ,"num-7_mag-30_osl-4 Epoch 150 | train | mIoU 0.362 | accuracy 0.682 | loss 0.799 | lr 1.50e-05 | valid | mIoU 0.653 | accuracy 0.912 | loss 0.283 | time idk best model at epoch 123 with miou 0.65447 (Rotate(always_apply=False, p=1, limit=(-270, 270), interpolation=1, border_mode=4, value=None, mask_value=None, rotate_method='largest_box', crop_border=False), RandomBrightnessContrast(always_apply=False, p=1, brightness_limit=(-1.0, 1.0), contrast_limit=(-1.0, 1.0), brightness_by_max=True)) test | mIoU 0.611 | accuracy 0.884 | loss 0.362 IoUs: [0.88560299 0.71474539 0.34012257 0.50477038]",num-7_mag-30_osl-4 Epoch 150 , train , mIoU 0.362 , accuracy 0.682 , loss 0.799 , lr 1.50e-05 , valid , mIoU 0.653 , accuracy 0.912 , loss 0.283 ," time idk best model at epoch 123 with miou 0.65447 (Rotate(always_apply=False, p=1, limit=(-270, 270), interpolation=1, border_mode=4, value=None, mask_value=None, rotate_method='largest_box', crop_border=False), RandomBrightnessContrast(always_apply=False, p=1, brightness_limit=(-1.0, 1.0), contrast_limit=(-1.0, 1.0), brightness_by_max=True)) test ", mIoU 0.611 , accuracy 0.884 , loss 0.362 IoUs: [0.88560299 0.71474539 0.34012257 0.50477038],,,,4,30,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,61.13,0.88560299 0.71474539 0.34012257 0.50477038,0.88560299,0.71474539,0.34012257,0.50477038,65.2,-4.07
num-18_mag-14_osl-9 ,"num-18_mag-14_osl-9 Epoch 150 | train | mIoU 0.668 | accuracy 0.953 | loss 0.151 | lr 1.50e-05 | valid | mIoU 0.638 | accuracy 0.945 | loss 0.187 | time idk best model at epoch 96 with miou 0.64808 (FancyPCA(always_apply=False, p=1, alpha=0.4666666666666667), ShiftScaleRotate(always_apply=False, p=1, shift_limit_x=(-0.4666666666666667, 0.4666666666666667), shift_limit_y=(-0.4666666666666667, 0.4666666666666667), scale_limit=(-0.09999999999999998, 0.10000000000000009), rotate_limit=(-84, 84), interpolation=1, border_mode=4, value=None, mask_value=None, rotate_method='largest_box')) test | mIoU 0.611 | accuracy 0.924 | loss 0.270 IoUs: [0.91543872 0.84391725 0.68636054 0. ]",num-18_mag-14_osl-9 Epoch 150 , train , mIoU 0.668 , accuracy 0.953 , loss 0.151 , lr 1.50e-05 , valid , mIoU 0.638 , accuracy 0.945 , loss 0.187 ," time idk best model at epoch 96 with miou 0.64808 (FancyPCA(always_apply=False, p=1, alpha=0.4666666666666667), ShiftScaleRotate(always_apply=False, p=1, shift_limit_x=(-0.4666666666666667, 0.4666666666666667), shift_limit_y=(-0.4666666666666667, 0.4666666666666667), scale_limit=(-0.09999999999999998, 0.10000000000000009), rotate_limit=(-84, 84), interpolation=1, border_mode=4, value=None, mask_value=None, rotate_method='largest_box')) test ", mIoU 0.611 , accuracy 0.924 , loss 0.270 IoUs: [0.91543872 0.84391725 0.68636054 0. ],,,,9,14,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,61.14,0.91543872 0.84391725 0.68636054 0. ,0.91543872,0.84391725,0.68636054,0,63.2,-2.06
num-7_mag-22_osl-0 ,"num-7_mag-22_osl-0 Epoch 150 | train | mIoU 0.530 | accuracy 0.886 | loss 0.306 | lr 1.50e-05 | valid | mIoU 0.649 | accuracy 0.952 | loss 0.160 | time idk best model at epoch 150 with miou 0.64932 (Rotate(always_apply=False, p=1, limit=(-198, 198), interpolation=1, border_mode=4, value=None, mask_value=None, rotate_method='largest_box', crop_border=False), RandomBrightnessContrast(always_apply=False, p=1, brightness_limit=(-0.7333333333333333, 0.7333333333333333), contrast_limit=(-0.7333333333333333, 0.7333333333333333), brightness_by_max=True)) test | mIoU 0.612 | accuracy 0.927 | loss 0.251 IoUs: [0.92323185 0.8466046 0.6765984 0. ]",num-7_mag-22_osl-0 Epoch 150 , train , mIoU 0.530 , accuracy 0.886 , loss 0.306 , lr 1.50e-05 , valid , mIoU 0.649 , accuracy 0.952 , loss 0.160 ," time idk best model at epoch 150 with miou 0.64932 (Rotate(always_apply=False, p=1, limit=(-198, 198), interpolation=1, border_mode=4, value=None, mask_value=None, rotate_method='largest_box', crop_border=False), RandomBrightnessContrast(always_apply=False, p=1, brightness_limit=(-0.7333333333333333, 0.7333333333333333), contrast_limit=(-0.7333333333333333, 0.7333333333333333), brightness_by_max=True)) test ", mIoU 0.612 , accuracy 0.927 , loss 0.251 IoUs: [0.92323185 0.8466046 0.6765984 0. ],,,,0,22,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,61.16,0.92323185 0.8466046 0.6765984 0. ,0.92323185,0.8466046,0.6765984,0,63,-1.84
num-5_mag-14_osl-0 ,"num-5_mag-14_osl-0 Epoch 150 | train | mIoU 0.707 | accuracy 0.981 | loss 0.082 | lr 1.50e-05 | valid | mIoU 0.646 | accuracy 0.951 | loss 0.167 | time idk best model at epoch 76 with miou 0.65353 (Flip(always_apply=False, p=1), RandomToneCurve(always_apply=False, p=1, scale=0.4666666666666667)) test | mIoU 0.612 | accuracy 0.928 | loss 0.268 IoUs: [0.92694814 0.83313801 0.68668615 0. ]",num-5_mag-14_osl-0 Epoch 150 , train , mIoU 0.707 , accuracy 0.981 , loss 0.082 , lr 1.50e-05 , valid , mIoU 0.646 , accuracy 0.951 , loss 0.167 ," time idk best model at epoch 76 with miou 0.65353 (Flip(always_apply=False, p=1), RandomToneCurve(always_apply=False, p=1, scale=0.4666666666666667)) test ", mIoU 0.612 , accuracy 0.928 , loss 0.268 IoUs: [0.92694814 0.83313801 0.68668615 0. ],,,,0,14,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,61.17,0.92694814 0.83313801 0.68668615 0. ,0.92694814,0.83313801,0.68668615,0,63,-1.83
num-11_mag-6_osl-5 ,"num-11_mag-6_osl-5 Epoch 150 | train | mIoU 0.906 | accuracy 0.974 | loss 0.104 | lr 1.50e-05 | valid | mIoU 0.680 | accuracy 0.936 | loss 0.213 | time idk best model at epoch 60 with miou 0.70397 (Posterize(always_apply=False, p=1, num_bits=(7, 7)), RandomBrightnessContrast(always_apply=False, p=1, brightness_limit=(-0.2, 0.2), contrast_limit=(-0.2, 0.2), brightness_by_max=True)) test | mIoU 0.608 | accuracy 0.925 | loss 0.283 IoUs: [0.92832714 0.83699185 0.63051592 0.03803729]",num-11_mag-6_osl-5 Epoch 150 , train , mIoU 0.906 , accuracy 0.974 , loss 0.104 , lr 1.50e-05 , valid , mIoU 0.680 , accuracy 0.936 , loss 0.213 ," time idk best model at epoch 60 with miou 0.70397 (Posterize(always_apply=False, p=1, num_bits=(7, 7)), RandomBrightnessContrast(always_apply=False, p=1, brightness_limit=(-0.2, 0.2), contrast_limit=(-0.2, 0.2), brightness_by_max=True)) test ", mIoU 0.608 , accuracy 0.925 , loss 0.283 IoUs: [0.92832714 0.83699185 0.63051592 0.03803729],,,,5,6,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,60.85,0.92832714 0.83699185 0.63051592 0.03803729,0.92832714,0.83699185,0.63051592,0.03803729,77.3,-16.45
num-12_mag-14_osl-8 ,"num-12_mag-14_osl-8 Epoch 150 | train | mIoU 0.894 | accuracy 0.978 | loss 0.092 | lr 1.50e-05 | valid | mIoU 0.680 | accuracy 0.940 | loss 0.209 | time idk best model at epoch 75 with miou 0.69795 (Posterize(always_apply=False, p=1, num_bits=(5, 5)), FancyPCA(always_apply=False, p=1, alpha=0.4666666666666667)) test | mIoU 0.612 | accuracy 0.918 | loss 0.278 IoUs: [0.91854773 0.8019489 0.66548812 0.06288958]",num-12_mag-14_osl-8 Epoch 150 , train , mIoU 0.894 , accuracy 0.978 , loss 0.092 , lr 1.50e-05 , valid , mIoU 0.680 , accuracy 0.940 , loss 0.209 ," time idk best model at epoch 75 with miou 0.69795 (Posterize(always_apply=False, p=1, num_bits=(5, 5)), FancyPCA(always_apply=False, p=1, alpha=0.4666666666666667)) test ", mIoU 0.612 , accuracy 0.918 , loss 0.278 IoUs: [0.91854773 0.8019489 0.66548812 0.06288958],,,,8,14,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,61.22,0.91854773 0.8019489 0.66548812 0.06288958,0.91854773,0.8019489,0.66548812,0.06288958,63.5,-2.28
num-7_mag-22_osl-9 ,"num-7_mag-22_osl-9 Epoch 150 | train | mIoU 0.490 | accuracy 0.849 | loss 0.355 | lr 1.50e-05 | valid | mIoU 0.640 | accuracy 0.947 | loss 0.180 | time idk best model at epoch 147 with miou 0.64523 (Rotate(always_apply=False, p=1, limit=(-198, 198), interpolation=1, border_mode=4, value=None, mask_value=None, rotate_method='largest_box', crop_border=False), RandomBrightnessContrast(always_apply=False, p=1, brightness_limit=(-0.7333333333333333, 0.7333333333333333), contrast_limit=(-0.7333333333333333, 0.7333333333333333), brightness_by_max=True)) test | mIoU 0.612 | accuracy 0.926 | loss 0.249 IoUs: [0.92096108 0.84196102 0.68616264 0. ]",num-7_mag-22_osl-9 Epoch 150 , train , mIoU 0.490 , accuracy 0.849 , loss 0.355 , lr 1.50e-05 , valid , mIoU 0.640 , accuracy 0.947 , loss 0.180 ," time idk best model at epoch 147 with miou 0.64523 (Rotate(always_apply=False, p=1, limit=(-198, 198), interpolation=1, border_mode=4, value=None, mask_value=None, rotate_method='largest_box', crop_border=False), RandomBrightnessContrast(always_apply=False, p=1, brightness_limit=(-0.7333333333333333, 0.7333333333333333), contrast_limit=(-0.7333333333333333, 0.7333333333333333), brightness_by_max=True)) test ", mIoU 0.612 , accuracy 0.926 , loss 0.249 IoUs: [0.92096108 0.84196102 0.68616264 0. ],,,,9,22,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,61.23,0.92096108 0.84196102 0.68616264 0. ,0.92096108,0.84196102,0.68616264,0,63.2,-1.97
num-10_mag-22_osl-9 ,"num-10_mag-22_osl-9 Epoch 150 | train | mIoU 0.658 | accuracy 0.954 | loss 0.154 | lr 1.50e-05 | valid | mIoU 0.657 | accuracy 0.953 | loss 0.160 | time idk best model at epoch 110 with miou 0.65868 (Rotate(always_apply=False, p=1, limit=(-198, 198), interpolation=1, border_mode=4, value=None, mask_value=None, rotate_method='largest_box', crop_border=False), RandomToneCurve(always_apply=False, p=1, scale=0.7333333333333333)) test | mIoU 0.612 | accuracy 0.926 | loss 0.267 IoUs: [0.92183744 0.83086149 0.69682774 0. ]",num-10_mag-22_osl-9 Epoch 150 , train , mIoU 0.658 , accuracy 0.954 , loss 0.154 , lr 1.50e-05 , valid , mIoU 0.657 , accuracy 0.953 , loss 0.160 ," time idk best model at epoch 110 with miou 0.65868 (Rotate(always_apply=False, p=1, limit=(-198, 198), interpolation=1, border_mode=4, value=None, mask_value=None, rotate_method='largest_box', crop_border=False), RandomToneCurve(always_apply=False, p=1, scale=0.7333333333333333)) test ", mIoU 0.612 , accuracy 0.926 , loss 0.267 IoUs: [0.92183744 0.83086149 0.69682774 0. ],,,,9,22,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,61.24,0.92183744 0.83086149 0.69682774 0. ,0.92183744,0.83086149,0.69682774,0,63.2,-1.96
num-7_mag-30_osl-6 ,"num-7_mag-30_osl-6 Epoch 150 | train | mIoU 0.461 | accuracy 0.849 | loss 0.459 | lr 1.50e-05 | valid | mIoU 0.645 | accuracy 0.949 | loss 0.163 | time idk best model at epoch 84 with miou 0.64674 (Rotate(always_apply=False, p=1, limit=(-270, 270), interpolation=1, border_mode=4, value=None, mask_value=None, rotate_method='largest_box', crop_border=False), RandomBrightnessContrast(always_apply=False, p=1, brightness_limit=(-1.0, 1.0), contrast_limit=(-1.0, 1.0), brightness_by_max=True)) test | mIoU 0.612 | accuracy 0.927 | loss 0.237 IoUs: [0.92228621 0.86935958 0.65796148 0. ]",num-7_mag-30_osl-6 Epoch 150 , train , mIoU 0.461 , accuracy 0.849 , loss 0.459 , lr 1.50e-05 , valid , mIoU 0.645 , accuracy 0.949 , loss 0.163 ," time idk best model at epoch 84 with miou 0.64674 (Rotate(always_apply=False, p=1, limit=(-270, 270), interpolation=1, border_mode=4, value=None, mask_value=None, rotate_method='largest_box', crop_border=False), RandomBrightnessContrast(always_apply=False, p=1, brightness_limit=(-1.0, 1.0), contrast_limit=(-1.0, 1.0), brightness_by_max=True)) test ", mIoU 0.612 , accuracy 0.927 , loss 0.237 IoUs: [0.92228621 0.86935958 0.65796148 0. ],,,,6,30,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,61.24,0.92228621 0.86935958 0.65796148 0. ,0.92228621,0.86935958,0.65796148,0,72.6,-11.36
num-17_mag-22_osl-9 ,"num-17_mag-22_osl-9 Epoch 150 | train | mIoU 0.622 | accuracy 0.936 | loss 0.198 | lr 1.50e-05 | valid | mIoU 0.602 | accuracy 0.929 | loss 0.250 | time idk best model at epoch 144 with miou 0.60846 (RandomBrightnessContrast(always_apply=False, p=1, brightness_limit=(-0.7333333333333333, 0.7333333333333333), contrast_limit=(-0.7333333333333333, 0.7333333333333333), brightness_by_max=True), RandomToneCurve(always_apply=False, p=1, scale=0.7333333333333333)) test | mIoU 0.612 | accuracy 0.924 | loss 0.244 IoUs: [0.91480196 0.83339391 0.70153075 0. ]",num-17_mag-22_osl-9 Epoch 150 , train , mIoU 0.622 , accuracy 0.936 , loss 0.198 , lr 1.50e-05 , valid , mIoU 0.602 , accuracy 0.929 , loss 0.250 ," time idk best model at epoch 144 with miou 0.60846 (RandomBrightnessContrast(always_apply=False, p=1, brightness_limit=(-0.7333333333333333, 0.7333333333333333), contrast_limit=(-0.7333333333333333, 0.7333333333333333), brightness_by_max=True), RandomToneCurve(always_apply=False, p=1, scale=0.7333333333333333)) test ", mIoU 0.612 , accuracy 0.924 , loss 0.244 IoUs: [0.91480196 0.83339391 0.70153075 0. ],,,,9,22,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,61.24,0.91480196 0.83339391 0.70153075 0. ,0.91480196,0.83339391,0.70153075,0,63.2,-1.96
num-7_mag-14_osl-0 ,"num-7_mag-14_osl-0 Epoch 150 | train | mIoU 0.648 | accuracy 0.955 | loss 0.151 | lr 1.50e-05 | valid | mIoU 0.652 | accuracy 0.953 | loss 0.158 | time idk best model at epoch 144 with miou 0.65284 (Rotate(always_apply=False, p=1, limit=(-126, 126), interpolation=1, border_mode=4, value=None, mask_value=None, rotate_method='largest_box', crop_border=False), RandomBrightnessContrast(always_apply=False, p=1, brightness_limit=(-0.4666666666666667, 0.4666666666666667), contrast_limit=(-0.4666666666666667, 0.4666666666666667), brightness_by_max=True)) test | mIoU 0.612 | accuracy 0.927 | loss 0.256 IoUs: [0.92395548 0.82086789 0.70496991 0. ]",num-7_mag-14_osl-0 Epoch 150 , train , mIoU 0.648 , accuracy 0.955 , loss 0.151 , lr 1.50e-05 , valid , mIoU 0.652 , accuracy 0.953 , loss 0.158 ," time idk best model at epoch 144 with miou 0.65284 (Rotate(always_apply=False, p=1, limit=(-126, 126), interpolation=1, border_mode=4, value=None, mask_value=None, rotate_method='largest_box', crop_border=False), RandomBrightnessContrast(always_apply=False, p=1, brightness_limit=(-0.4666666666666667, 0.4666666666666667), contrast_limit=(-0.4666666666666667, 0.4666666666666667), brightness_by_max=True)) test ", mIoU 0.612 , accuracy 0.927 , loss 0.256 IoUs: [0.92395548 0.82086789 0.70496991 0. ],,,,0,14,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,61.24,0.92395548 0.82086789 0.70496991 0. ,0.92395548,0.82086789,0.70496991,0,63,-1.76
num-2_mag-30_osl-14 ,"num-2_mag-30_osl-14 Epoch 150 | train | mIoU 0.679 | accuracy 0.935 | loss 0.239 | lr 1.50e-05 | valid | mIoU 0.491 | accuracy 0.864 | loss 0.507 | time idk best model at epoch 91 with miou 0.57026 (Flip(always_apply=False, p=1), RandomBrightnessContrast(always_apply=False, p=1, brightness_limit=(-1.0, 1.0), contrast_limit=(-1.0, 1.0), brightness_by_max=True)) test | mIoU 0.613 | accuracy 0.889 | loss 0.313 IoUs: [0.87073102 0.67151518 0.62994638 0.27793156]",num-2_mag-30_osl-14 Epoch 150 , train , mIoU 0.679 , accuracy 0.935 , loss 0.239 , lr 1.50e-05 , valid , mIoU 0.491 , accuracy 0.864 , loss 0.507 ," time idk best model at epoch 91 with miou 0.57026 (Flip(always_apply=False, p=1), RandomBrightnessContrast(always_apply=False, p=1, brightness_limit=(-1.0, 1.0), contrast_limit=(-1.0, 1.0), brightness_by_max=True)) test ", mIoU 0.613 , accuracy 0.889 , loss 0.313 IoUs: [0.87073102 0.67151518 0.62994638 0.27793156],,,,14,30,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,61.25,0.87073102 0.67151518 0.62994638 0.27793156,0.87073102,0.67151518,0.62994638,0.27793156,70.9,-9.65
num-7_mag-30_osl-0 ,"num-7_mag-30_osl-0 Epoch 150 | train | mIoU 0.445 | accuracy 0.840 | loss 0.426 | lr 1.50e-05 | valid | mIoU 0.641 | accuracy 0.948 | loss 0.168 | time idk best model at epoch 84 with miou 0.64491 (Rotate(always_apply=False, p=1, limit=(-270, 270), interpolation=1, border_mode=4, value=None, mask_value=None, rotate_method='largest_box', crop_border=False), RandomBrightnessContrast(always_apply=False, p=1, brightness_limit=(-1.0, 1.0), contrast_limit=(-1.0, 1.0), brightness_by_max=True)) test | mIoU 0.613 | accuracy 0.927 | loss 0.245 IoUs: [0.92206878 0.86609638 0.66245848 0. ]",num-7_mag-30_osl-0 Epoch 150 , train , mIoU 0.445 , accuracy 0.840 , loss 0.426 , lr 1.50e-05 , valid , mIoU 0.641 , accuracy 0.948 , loss 0.168 ," time idk best model at epoch 84 with miou 0.64491 (Rotate(always_apply=False, p=1, limit=(-270, 270), interpolation=1, border_mode=4, value=None, mask_value=None, rotate_method='largest_box', crop_border=False), RandomBrightnessContrast(always_apply=False, p=1, brightness_limit=(-1.0, 1.0), contrast_limit=(-1.0, 1.0), brightness_by_max=True)) test ", mIoU 0.613 , accuracy 0.927 , loss 0.245 IoUs: [0.92206878 0.86609638 0.66245848 0. ],,,,0,30,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,61.27,0.92206878 0.86609638 0.66245848 0. ,0.92206878,0.86609638,0.66245848,0,63,-1.73
num-11_mag-6_osl-6 ,"num-11_mag-6_osl-6 Epoch 150 | train | mIoU 0.895 | accuracy 0.979 | loss 0.083 | lr 1.50e-05 | valid | mIoU 0.756 | accuracy 0.958 | loss 0.142 | time idk best model at epoch 87 with miou 0.76877 (Posterize(always_apply=False, p=1, num_bits=(7, 7)), RandomBrightnessContrast(always_apply=False, p=1, brightness_limit=(-0.2, 0.2), contrast_limit=(-0.2, 0.2), brightness_by_max=True)) test | mIoU 0.691 | accuracy 0.934 | loss 0.225 IoUs: [0.92344348 0.85909036 0.72252604 0.26093837]",num-11_mag-6_osl-6 Epoch 150 , train , mIoU 0.895 , accuracy 0.979 , loss 0.083 , lr 1.50e-05 , valid , mIoU 0.756 , accuracy 0.958 , loss 0.142 ," time idk best model at epoch 87 with miou 0.76877 (Posterize(always_apply=False, p=1, num_bits=(7, 7)), RandomBrightnessContrast(always_apply=False, p=1, brightness_limit=(-0.2, 0.2), contrast_limit=(-0.2, 0.2), brightness_by_max=True)) test ", mIoU 0.691 , accuracy 0.934 , loss 0.225 IoUs: [0.92344348 0.85909036 0.72252604 0.26093837],,,,6,6,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,69.15,0.92344348 0.85909036 0.72252604 0.26093837,0.92344348,0.85909036,0.72252604,0.26093837,72.6,-3.45
